id,surveyid,titl,nation,authenty,data_coll_start,data_coll_end,created,changed
5702,,"European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2011,2011,Mar-13-15,Mar-13-15
5838,,"European Union Statistics on Income and Living Conditions 2007-2010 - Longitudinal User Database",Italy,"Eurostat - European Commission ",2007,2010,Mar-13-15,Mar-13-15
5701,,"European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2010,2010,Mar-13-15,Mar-13-15
5700,,"European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2009,2009,Mar-13-15,Mar-13-15
5699,,"European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2008,2008,Mar-13-15,Mar-13-15
5698,,"European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2007,2007,Mar-13-15,Mar-13-15
5697,,"European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2006,2006,Mar-13-15,Mar-13-15
5696,,"European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database",Italy,"Eurostat - European Commission ",2005,2005,Mar-13-15,Mar-13-15
3817,,"World Health Survey 2003",Italy,"[""World Health Organization (WHO)""]",2003,2003,Dec-12-13,Dec-12-13
5390,,"The 14th General Population Census and General Housing Census 2001 - IPUMS Subset",Italy,"National Institute of Statistics",2001,2001,Dec-22-14,Dec-22-14
3853,,"Multi Country Study Survey 2000-2001",Italy,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
7057,,"World Bank Group Country Survey 2016",Jamaica,"Public Opinion Research Group - World Bank Group",2016,2016,Jun-26-17,Jun-26-17
6408,,"Global Financial Inclusion (Global Findex) Database 2014",Jamaica,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
4447,,"World Bank Country Survey 2013",Jamaica,"[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
2645,,"Enterprise Survey 2010",Jamaica,"[""World Bank""]",2011,2011,Dec-20-12,Sep-15-13
2686,,"Global Financial Inclusion (Global Findex) Database 2011",Jamaica,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
4072,,"Population and Housing Census 2011",Jamaica,"[""Division of Censuses - Statistical Institute of Jamaica"","" Social and Demographic Statistics - Government of Jamaica""]",2011,2011,Feb-19-14,Feb-19-14
5900,,"Multiple Indicator Cluster Survey 2011",Jamaica,"Statistical Institute of Jamaica<BR> United Nations Children’s Fund",2011,2011,Mar-13-15,Mar-13-15
3764,,"Global School-based Student Health Survey 2010",Jamaica,"[""World Health Organization"","" Centers for Disease Control and Prevention""]",2010,2010,Dec-12-13,Dec-12-13
1899,,"Reproductive Health Survey 2008-2009",Jamaica,"National Family Planning Board - National Family Planning Board",2008,2009,Jan-05-12,Jul-07-15
4070,,"Survey of Living Conditions 2008",Jamaica,"[""Planning Institute of Jamaica"","" Statistical Institute of Jamaica""]",2008,2009,Feb-19-14,Feb-19-14
4062,,"Labour Force Survey 2009",Jamaica,"[""Statistical Institute of Jamaica""]",2009,2009,Feb-19-14,Feb-19-14
4071,,"Survey of Living Conditions 2009",Jamaica,"[""Planning Institute of Jamaica"","" Statistical Institute of Jamaica""]",2009,2009,Feb-19-14,Feb-19-14
4060,,"Labour Force Survey 2008",Jamaica,"[""Statistical Institute of Jamaica""]",2008,2008,Feb-19-14,Feb-19-14
2169,,"Survey of Living Conditions 2007",Jamaica,"[""PDU - Planning Institute of Jamaica"","" Surveys Division - Statistical Institute of Jamaica""]",2007,2007,Apr-12-12,Sep-15-13
4061,,"Labour Force Survey 2007",Jamaica,"[""Statistical Institute of Jamaica""]",2007,2007,Feb-19-14,Feb-19-14
4069,,"Agricultural Census 2007",Jamaica,"[""Statistical Institute of Jamaica""]",2007,2007,Feb-19-14,Apr-08-14
828,,"Multiple Indicator Cluster Survey 2005-2006",Jamaica,"[""Statistical Institute - Office of the Prime Minister""]",2005,2006,Sep-29-11,Sep-15-13
4059,,"Labour Force Survey 2006",Jamaica,"[""Statistical Institute of Jamaica""]",2006,2006,Feb-19-14,Feb-19-14
4068,,"Survey of Living Conditions 2006",Jamaica,"[""Planning Institute of Jamaica"","" Statistical Institute of Jamaica""]",2006,2006,Feb-19-14,Feb-19-14
4058,,"Labour Force Survey 2005",Jamaica,"[""Statistical Institute of Jamaica""]",2005,2005,Feb-19-14,Feb-19-14
623,,"Investment Climate Survey 2005",Jamaica,"[""World Bank""]",2005,2005,Sep-29-11,Sep-15-13
3712,,"Jamaica Survey of Living Conditions 2004",Jamaica,"[""PDU - Planning Institute of Jamaica"","" Surveys Division - Statistical Institute of Jamaica""]",2004,2004,Dec-12-13,Dec-12-13
4057,,"Labour Force Survey 2004",Jamaica,"[""Statistical Institute of Jamaica""]",2004,2004,Feb-19-14,Feb-19-14
4054,,"Reproductive Health Survey 2002",Jamaica,"[""National Family Planning Board - National Family Planning Board""]",2002,2003,Feb-19-14,Feb-19-14
4056,,"Survey of Living Conditions 2003",Jamaica,"[""Planning Institute of Jamaica - Government of Jamaica"","" Surveys Devision - Statistical Institute of Jamaica""]",2003,2003,Feb-19-14,Feb-19-14
4052,,"Population and Housing Census 2001",Jamaica,"[""Census Division - Statistical Institute of Jamaica""]",2001,2002,Feb-19-14,Feb-19-14
4055,,"Survey of Living Conditions 2002",Jamaica,"[""PDU - Planning Institute of Jamaica"","" Surveys Division - Statistical Institute of Jamaica""]",2002,2002,Feb-19-14,Feb-19-14
2311,,"Population Census 2001 - IPUMS Subset",Jamaica,"Statistical Institute of Jamaica",2001,2001,Dec-20-12,Dec-22-14
4053,,"Survey of Living Conditions 2001",Jamaica,"[""PDU - Planning Institute of Jamaica"","" Surveys Division - Statistical Institute of Jamaica""]",2001,2001,Feb-19-14,Feb-19-14
329,,"Survey of Living Conditions 2000",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",2000,2000,Sep-29-11,Sep-15-13
328,,"Survey of Living Conditions 1999",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1999,1999,Sep-29-11,Sep-15-13
327,,"Survey of Living Conditions 1998",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1998,1998,Sep-29-11,Sep-15-13
1896,,"Reproductive Health Survey 1997",Jamaica,"Statistical Institute of Jamaica (STATIN)<BR> National Family Planning Board (NFPB)",1997,1997,Jan-04-12,Jul-07-15
326,,"Survey of Living Conditions 1997",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1997,1997,Sep-29-11,Sep-15-13
324,,"Survey of Living Conditions 1996",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1996,1996,Sep-29-11,Sep-15-13
321,,"Survey of Living Conditions 1994",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1994,1995,Sep-29-11,Sep-15-13
322,,"Survey of Living Conditions 1995",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1995,1995,Sep-29-11,Sep-15-13
320,,"Survey of Living Conditions 1993",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1993,1994,Sep-29-11,Sep-15-13
1895,,"Contraceptive Prevalence Survey 1993",Jamaica,"National Family Planning Board<BR> Statistical Institute of Jamaica (STATIN)",1993,1993,Jan-03-12,Jul-07-15
318,,"Survey of Living Conditions 1991",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1991,1992,Sep-29-11,Sep-15-13
319,,"Survey of Living Conditions 1992",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1991,1992,Sep-29-11,Sep-15-13
317,,"Survey of Living Conditions 1990",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1990,1991,Sep-29-11,Sep-15-13
2310,,"Population Census 1991 - IPUMS Subset",Jamaica,"Division of Censuses and Related Studies, Statistical Institute of Jamaica",1991,1991,Dec-20-12,Dec-22-14
316,,"Survey of Living Conditions 1989(2)",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1989,1990,Sep-29-11,Sep-15-13
315,,"Survey of Living Conditions 1989(1)",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1989,1989,Sep-29-11,Sep-15-13
314,,"Survey of Living Conditions 1988",Jamaica,"[""Statistical Institute of Jamaica"","" Planning Institute of Jamaica""]",1988,1988,Sep-29-11,Sep-15-13
2309,,"Population Census 1982 - IPUMS Subset",Jamaica,"Population Census Unit, Department of Statistics",1982,1982,Dec-20-12,Dec-22-14
6410,,"Global Financial Inclusion (Global Findex) Database 2014",Japan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
2791,,"Global Financial Inclusion (Global Findex) Database 2011",Japan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Mar-24-13,Jul-07-15
5392,,"Enterprise Survey 2013",Jordan,"World Bank<BR> European Bank for Reconstruction and Development<BR> European Investment Bank",2013,2014,Dec-22-14,Dec-22-14
6078,,"Water Sector 2014",Jordan,"Social Impact",2014,2014,Jul-07-15,Jul-07-15
6409,,"Global Financial Inclusion (Global Findex) Database 2014",Jordan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6954,,"Employment and Unemployment Survey 2014, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2014,2014,Jun-26-17,Jun-26-17
5391,,"Screening and Matching with Psychometric Assessments: Randomized Experiments 2011-2013",Jordan,"Matthew Groh - World Bank<BR> David McKenzie - World Bank, BREAD, CEPR, IZA<BR> Nour Shammout - World Bank<BR> Tara Vishwanath - World Bank",2011,2013,Dec-22-14,Dec-22-14
4448,,"World Bank Country Survey 2013",Jordan,"[""Public Opinion Research Group - The World Bank Group""]",2013,2013,Apr-07-14,Apr-07-14
6953,,"Employment and Unemployment Survey 2013, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2013,2013,Jun-26-17,Jun-26-17
4038,,"Population and Family Health Survey 2012",Jordan,"Department of Statistics (DoS) - Government of Jordan",2012,2012,Feb-19-14,Jul-06-17
6952,,"Employment and Unemployment Survey 2012, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2012,2012,Jun-26-17,Jun-26-17
6997,,"Higher Education Graduates Survey 2012",Jordan,"Economic Research Forum",2012,2012,Jun-26-17,Jun-26-17
3093,,"Household Expenditure and Income Survey, 2010",Jordan,"[""Department of Statistics - The Hashemite Kingdom of Jordan""]",2010,2011,Jul-10-13,Sep-15-13
6582,,"Household Expenditure and Income Survey 2010",Jordan,"Department of Statistics - Jordan",2010,2011,May-03-16,May-03-16
2687,,"Global Financial Inclusion (Global Findex) Database 2011",Jordan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
6951,,"Employment and Unemployment Survey 2011, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2011,2011,Jun-26-17,Jun-26-17
3026,,"New Work Opportunities for Women (NOW) Pilot Impact Evaluation 2010-2013",Jordan,"[""Matthew Groh - World Bank"","" Nandini Krishnan - World Bank"","" David McKenzie - World Bank, BREAD, CEPR, IZA"","" Tara Vishwanath - World Bank""]",2010,2010,Jul-10-13,Sep-15-13
3091,,"Labor Market Panel Survey, 2010",Jordan,"[""Economic Research Forum (ERF)""]",2010,2010,Jul-10-13,Sep-15-13
4074,,"Employment and Unemployment Survey 2010, Fourth Round",Jordan,"[""Department of Statistics - The Hashemite Kingdom of Jordan ""]",2010,2010,Feb-19-14,Feb-19-14
3092,,"Household Expenditure and Income Survey, 2008",Jordan,"[""Department of Statistics - The Hashemite Kingdom of Jordan""]",2008,2009,Jul-10-13,Sep-15-13
6545,,"Household Expenditure and Income Survey 2008",Jordan,"Department of Statistics - Jordan ",2008,2009,May-03-16,May-03-16
189,,"Interim Demographic and Health Survey 2009, Population and Family Health Survey (JPFHS)",Jordan,"Department of Statistics (DoS)",2009,2009,Sep-29-11,Jul-06-17
6944,,"Employment and Unemployment Survey 2009, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2009,2009,Jun-26-17,Jun-26-17
4956,,"National Child Labour Survey 2007",Jordan,"Department of Statistics (DoS) - Hashimite Kingdom of Jordan",2007,2008,Sep-05-14,Sep-05-14
6943,,"Employment and Unemployment Survey 2008, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2008,2008,Jun-26-17,Jun-26-17
3942,,"Global School-based Student Health Survey 2007",Jordan,"[""Ministry of Health"","" Ministry of Education"","" World Health Organization"","" Centers for Disease Control and Prevention""]",2007,2007,Dec-12-13,Dec-12-13
188,,"Population and Family Health Survey 2007",Jordan,"Department of Statistics (DoS)",2007,2007,Sep-29-11,Jul-06-17
6942,,"Employment and Unemployment Survey 2007, Economic Research Forum (ERF) Harmonization Data",Jordan,"Economic Research Forum<BR> Department of Statistics - The Hashemite Kingdom of Jordan",2007,2007,Jun-26-17,Jun-26-17
186,,"Enterprise Survey 2006",Jordan,"[""World Bank""]",2006,2006,Sep-29-11,Sep-15-13
187,,"Household Income and Expenditure Survey 2006",Jordan,"[""Department of Statistics (DoS)""]",2006,2006,Sep-29-11,Sep-15-13
3941,,"Global School-based Student Health Survey 2004",Jordan,"[""Ministry of Health"","" Ministry of Education"","" World Health Organization"","" Centers for Disease Control and Prevention""]",2004,2004,Dec-12-13,Dec-12-13
421,,"Population and Housing Census 2004 - IPUMS Subset",Jordan,"The Population and Housing Census",2004,2004,Sep-29-11,Dec-22-14
422,,"Population and Housing Census 2004",Jordan,"[""Department of Statistics (DOS)""]",2004,2004,Sep-29-11,Sep-15-13
183,,"Population and Family Health Survey 2002",Jordan,"Department of Statistics (DOS)",2002,2002,Sep-29-11,Jul-06-17
184,,"Household Income and Expenditure Survey 2002",Jordan,"[""Department of Statistics (DoS)""]",2002,2002,Sep-29-11,Sep-15-13
3877,,"Multi Country Study Survey 2000-2001",Jordan,"[""World Health Organization (WHO)""]",2000,2001,Dec-12-13,Dec-12-13
182,,"Population and Family Health Survey 1997",Jordan,"Department of Statistics (DOS)",1997,1997,Sep-29-11,Jul-06-17
420,,"General Census of Population and Housing 1994",Jordan,"[""Department of Statistics (DOS)""]",1994,1994,Sep-29-11,Sep-15-13
181,,"Population and Family Health Survey 1990",Jordan,"Department of Statistics (DOS) - Ministry of Planning",1990,1990,Sep-29-11,Jul-06-17
419,,"Housing and Population Census 1979",Jordan,"[""Department of Statistics (DOS)""]",1979,1979,Sep-29-11,Sep-15-13
418,,"Census of Population and Housing 1961",Jordan,"[""Department of Statistics (DOS)""]",1961,1961,Sep-29-11,Sep-15-13
6411,,"Global Financial Inclusion (Global Findex) Database 2014",Kazakhstan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
5393,,"World Bank Group Country Survey 2014",Kazakhstan,"Public Opinion Research Group - World Bank Group",2013,2014,Dec-22-14,Dec-22-14
4525,,"Enterprise Survey 2013",Kazakhstan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2012,2013,May-19-14,May-19-14
2888,,"Multiple Indicator Cluster Survey 2010",Kazakhstan,"[""Agency of Statistics - Republic of Kazakhstan"","" United Nations Children\u2019s Fund"","" United Nations Population Fund""]",2010,2011,Mar-24-13,Sep-15-13
2688,,"Global Financial Inclusion (Global Findex) Database 2011",Kazakhstan,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
6080,,"External Evaluation of BOTA Programmes: The Impact of BOTA's Conditional Cash Transfer (CCT) Programme 2011-2012",Kazakhstan,"Oxford Policy Management Ltd",2011,2011,Jul-07-15,Jul-07-15
4317,,"Household Budget Survey 2010",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan - SARK",2010,2010,Apr-07-14,Mar-13-15
630,,"Financial Crisis Survey 2010, Second Round",Kazakhstan,"[""World Bank""]",2010,2010,Sep-29-11,Sep-15-13
3021,,"Household Budget Survey 2009",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan - SARK",2009,2009,Jul-10-13,Mar-13-15
4339,,"Labour Force Survey 2009",Kazakhstan,"Agency of Statistics of the Republic of Kazakhstan",2009,2009,Apr-07-14,Mar-13-15
628,,"Enterprise Survey 2009",Kazakhstan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Sep-29-11,Sep-15-13
629,,"Management, Organization and Innovation Survey 2009",Kazakhstan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2008,2009,Sep-29-11,Sep-15-13
3128,,"Household Budget Survey 2008",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2008,2008,Jul-10-13,Mar-13-15
4338,,"Labour Force Survey 2008",Kazakhstan,"Agency of Statistics of the Republic of Kazakhstan",2008,2008,Apr-07-14,Mar-13-15
2184,,"Household Budget Survey 2007",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2007,2007,May-02-12,Mar-13-15
3127,,"Household Budget Survey 2006",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2006,2006,Jul-10-13,Mar-13-15
843,,"Multiple Indicator Cluster Survey 2006",Kazakhstan,"[""Agency of Statistics""]",2006,2006,Sep-29-11,Sep-15-13
3122,,"Household Budget Survey 2005",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2005,2005,Jul-10-13,Mar-13-15
627,,"Enterprise Survey 2005",Kazakhstan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2005,2005,Sep-29-11,Sep-15-13
3121,,"Household Budget Survey 2004",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2004,2004,Jul-10-13,Mar-13-15
2183,,"Household Budget Survey 2003",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2003,2003,May-02-12,Mar-13-15
2230,,"World Health Survey 2003",Kazakhstan,"[""World Health Organization (WHO)""]",2003,2003,May-02-12,Dec-12-13
3120,,"Household Budget Survey 2002",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2002,2002,Jul-10-13,Mar-13-15
625,,"Enterprise Survey 2002",Kazakhstan,"[""World Bank"","" European Bank for Reconstruction and Development""]",2002,2002,Sep-29-11,Sep-15-13
3118,,"Household Budget Survey 2001",Kazakhstan,"The Agency of Statistics of the Republic of Kazakhstan",2001,2001,Jul-10-13,Mar-13-15
2497,,"Demographic and Health Survey 1999",Kazakhstan,"Academy of Preventive Medicine of Kazakhstan",1999,1999,Dec-20-12,Jul-06-17
331,,"Living Standards Measurement Survey 1996",Kazakhstan,"GOSKOMSTAT<BR> SIGMA Institue Berlin for Statistical Data Analysis",1996,1996,Sep-29-11,Mar-13-15
2496,,"Demographic and Health Survey 1995",Kazakhstan,"National Institute of Nutrition",1995,1995,Dec-20-12,Jul-06-17
6522,,"Malaria Indicator Survey 2015",Kenya,"National Malaria Control Programme (NMCP) - Ministry of Health, Government of Kenya<BR> Kenya National Bureau of Statistics (KNBS) - Ministry of Health, Government of Kenya",2015,2015,May-03-16,Jul-06-17
6630,,"World Bank Group Country Survey 2015",Kenya,"Public Opinion Research Group - The World Bank Group",2015,2015,Jun-28-16,Jun-28-16
6717,,"Stepwise Survey for Non Communicable Diseases Risk Factors 2015",Kenya,"Kenya National Bureau of Statistics",2015,2015,Jan-18-17,Jan-18-17
4408,,"Enterprise Survey 2013",Kenya,"[""World Bank""]",2013,2014,Apr-07-14,Apr-07-14
4409,,"Micro-Enterprise Survey 2013",Kenya,"[""World Bank""]",2013,2014,Apr-07-14,Apr-07-14
4772,,"Enterprise Survey 2013, Innovation Follow-up Survey",Kenya,"World Bank",2013,2014,Sep-05-14,Sep-05-14
6668,,"Multiple Indicator Cluster Survey 2013-2014, Turkana County",Kenya,"Kenya National Bureau of Statistics<BR> Population Studies and Research Institute - University of Nairobi",2013,2014,Jan-18-17,Jan-18-17
6669,,"Multiple Indicator Cluster Survey 2013-2014, Bungoma County",Kenya,"Kenya National Bureau of Statistics<BR> Population Studies and Research Institute - University of Nairobi",2013,2014,Jan-18-17,Jan-18-17
6670,,"Multiple Indicator Cluster Survey 2013-2014, Kakamega County",Kenya,"Population Studies and Research Institute - University of Nairobi<BR> Kenya National Bureau of Statistics",2013,2014,Jan-18-17,Jan-18-17
6412,,"Global Financial Inclusion (Global Findex) Database 2014",Kenya,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2014,2014,Jan-29-16,Jan-29-16
6510,,"Demographic and Health Survey 2014",Kenya,"Kenya National Bureau of Statistics - Government of Kenya",2014,2014,Jan-29-16,Jul-06-17
6714,,"African Peer Review Mechanism 2014",Kenya,"Kenya National Bureau of Statistics (KNBS) - Ministry of Devolution and Planning",2014,2014,Jan-18-17,Jan-18-17
6715,,"Global Adult Tobacco Survey 2014, First Round",Kenya,"Kenya National Bureau Statistics (KNBS) - Ministry of Planning and Devolution",2014,2014,Jan-18-17,Jan-18-17
5567,,"STEP Skills Measurement Program 2013, Skills Toward Employment and Productivity (Wave 2)",Kenya,"World Bank",2013,2013,Feb-18-15,Feb-23-15
6696,,"National Housing Survey 2012-2013",Kenya,"Kenya National Bureau of Statistics - Ministry of devolution and Planning",2012,2013,Jan-18-17,Jan-18-17
6697,,"AIDS Indicator Survey 2012-2013",Kenya,"Kenya National Bureau of Statistics, (KNBS) - Ministry of Devolution and Planning<BR> National AIDS and STI Control Programme (NASCOP) - Ministry of Health",2012,2013,Jan-18-17,Jan-18-17
7010,,"State of the Cities Baseline Survey 2012-2013",Kenya,"Sumila Gulyani - World Bank<BR> Wendy Ayres - World Bank<BR> Ray Struyk - NORC<BR> Clifford Zinnes - NORC",2012,2013,Jun-26-17,Jun-26-17
4528,,"GET Ahead Business Training Program Impact Evaluation 2013, Baseline Survey",Kenya,"[""David McKenzie - World Bank""]",2013,2013,May-19-14,May-19-14
6699,,"Foreign Investment Survey 2013",Kenya,"Kenya National Bureau of Statistics - Ministry of Devolution and Planning",2013,2013,Jan-18-17,Jan-18-17
6700,,"Survey of Industrial Production 2013",Kenya,"Kenya National Bureau of Statistics - Ministry of Devolution and Planning",2013,2013,Jan-18-17,Jan-18-17
3609,,"Assessing the Educational Impact of Malaria Prevention in Kenyan Schools 2010-2012",Kenya,"[""Simon Brooker - London School of Hygiene and Tropical Medicine"","" Matthew Jukes - Harvard University""]",2010,2012,Dec-12-13,Dec-12-13
4063,,"Hunger Safety Net Programme Impact Evaluation 2012, Second Follow-up Round",Kenya,"[""Oxford Policy Management Limited""]",2012,2012,Feb-19-14,Feb-19-14
4449,,"World Bank Country Survey 2012",Kenya,"[""Public Opinion Research Group - The World Bank Group""]",2012,2012,Apr-07-14,Apr-07-14
4527,,"Service Delivery Indicators Survey 2012",Kenya,"[""Kenya Institute of Public Policy Research and Analysis (KIPPRA)"","" Kimetrica""]",2012,2012,May-19-14,May-19-14
6698,,"Innovation Survey 2012, First round",Kenya,"Kenya National Bureau of Statistics - Ministry of Planning and Devolution",2012,2012,Jan-18-17,Jan-18-17
6716,,"Informal Cross Border Trade 2012, Second round",Kenya,"Kenya National Bureau of Statistics (KNBS) - Minstry of Devolution and Planning",2012,2012,Jan-18-17,Jan-18-17
6913,,"Service Delivery Indicators Health Survey 2012 - Harmonized Public Use Data",Kenya,"Gayle Martin - World Bank Group<BR> Shireen Mahdi - World Bank Group",2012,2012,Jan-18-17,Jan-18-17
6919,,"Service Delivery Indicators Education Survey 2012 - Harmonized Public Use Data",Kenya,"Waly Wane - The World Bank",2012,2012,Jan-18-17,Jan-18-17
4051,,"Hunger Safety Net Programme Impact Evaluation 2010-2011, First Follow-up Round",Kenya,"[""Oxford Policy Management Limited""]",2010,2011,Feb-19-14,Feb-19-14
6685,,"Census of Industrial Production 2010-2011",Kenya,"Kenya National Bureau of Statistics (KNBS) - Ministry of Devolution and Planning",2010,2011,Jan-18-17,Jan-18-17
2689,,"Global Financial Inclusion (Global Findex) Database 2011",Kenya,"Development Research Group, Finance and Private Sector Development Unit - World Bank",2011,2011,Dec-20-12,Jul-07-15
6671,,"Multiple Indicator Cluster Survey 2011, Nyanza Province",Kenya,"Kenya National Bureau of Statistics<BR> United Nations Children’s Fund",2011,2011,Jan-18-17,Jan-18-17
6687,,"Informal Cross Border Trade 2011",Kenya,"Kenya National Bureau of Statistics (KNBS) - Ministry of Planning and Devolution",2011,2011,Jan-18-17,Jan-18-17
6693,,"Intergrated Survey of Service 2011, First round",Kenya,"Kenya National Bureau of Statistics - Ministry of planning and devolution",2011,2011,Jan-18-17,Jan-18-17
6695,,"National Micronutrient Survey 2011, First Round",Kenya,"Kenya National Bureau of Statistics (KNBS) - Ministry of Devolution and Planning (MODP)<BR> Division of Nutrition, Ministry of Public Health and Sanitation (MOPHS) - Ministry of Health<BR> Kenya Medic",2011,2011,Jan-18-17,Jan-18-17
4046,,"Hunger Safety Net Programme Impact Evaluation 2009-2010, Baseline Survey",Kenya,"[""Oxford Policy Management Limited""]",2009,2010,Feb-19-14,Feb-19-14
3917,,"Central Kenya Dry Area Smallholder and Community Services Development Project 2010",Kenya,"[""Kenya National Bureau of Statistics - Ministry of Planning and National Development""]",2010,2010,Dec-12-13,Oct-29-14
3918,,"Foreign Investment Survey 2010",Kenya,"[""Kenya National Bureau of Statistics - Ministry of State for Planning, National Development and Vision 2030""]",2010,2010,Dec-12-13,Dec-12-13
3919,,"Malaria Indicator Survey 2010",Kenya,"[""Kenya National Bureau of Statistics - Ministry of Planning and National Development"","" Division of Malaria Control - Ministry of Public Health and Sanitation""]",2010,2010,Dec-12-13,Oct-29-14
3920,,"Urban Reproductive Health Initiative 2010, Baseline Survey",Kenya,"[""Kenya National Bureau of Statistics - Ministry of Planning and National Development""]",2010,2010,Dec-12-13,Oct-29-14
3921,,"National Information and Communication Technology Survey 2010",Kenya,"[""Kenya National Bureau of Statistics - Ministry of Planning and National Development""]",2010,2010,Dec-12-13,Oct-29-14
4142,,"Urban Comprehensive Food Security and Vulnerability Analysis 2010",Kenya,"[""Kenya Food Security Steering Group - Government of Kenya""]",2010,2010,Feb-19-14,Oct-29-14
6686,,"Survey of Villas, Cottages, Campsites and Apartments 2010, First round",Kenya,"Kenya National Bureau of Statistics (KNBS) - Ministry of Devolution and Planning",2010,2010,Jan-18-17,Jan-18-17
6688,,"Violence Against Children Study 2010",Kenya,"Kenya National Bureau of Statistics - Ministry of Planning National Development and Vision 2030",2010,2010,Jan-18-17,Jan-18-17
6694,,"Child Labor Baseline Survey 2010",Kenya,"Kenya National Bureau of Statistics - Ministry of Devolution and Planning",2010,2010,Jan-18-17,Jan-18-17
863,,"Future of African Remittances: National Surveys 2010",Kenya,"[""Edward Al-Hussainy - The World Bank""]",2010,2010,Sep-30-11,Sep-15-13
1465,,"Demographic and Health Survey 2008-2009",Kenya,"Kenya National Bureau of Statistics (KNBS)",2008,2009,Nov-18-11,Jul-06-17
